#SampleID	anonymized_name	collection_timestamp	contributor	country	depth	description	dna_extracted	elevation	emp_status	env_biome	env_feature	env_material	env_package	geo_loc_name	host_common_name	host_scientific_name	host_status	host_subject_id	host_taxid	lane	latitude	life_stage	longitude	name_in_metadata	notes	observations	old_title	ph	physical_specimen_location	physical_specimen_remaining	preprocessing_of_the_sponge_tissue	public	qiita_empo_1	qiita_empo_2	qiita_empo_3	qiita_study_id	salinity_ppt	sample_type	sampling_site	scientific_name	scientific_order	study_id	taxon_id	title	water_temperature_degrees_c
10793.Webster.3.D12.236.1181223	Webster.3.D12.236.1181223	4/23/12	Webster	Australia	1.5	Carteriospongia foliascens	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Carteriospongia foliascens	Carteriospongia foliascens	Healthy	Webster.3.D12.236	593584.0	EMP_Thomas_sponges_16S_L008	-18.84478	Larvae	147.64401999999995	Webster.3.D12.236	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	R. odorabile Larvae Hydrocarbon Expt	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	28
10793.Webster.3.H6.278.1181453	Webster.3.H6.278.1181453	10/22/10	Webster	Australia	2	Carteriospongia foliascens	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Carteriospongia foliascens	Carteriospongia foliascens	Healthy	Webster.3.H6.278	593584.0	EMP_Thomas_sponges_16S_L008	-16.75408	Adult	145.98733	Webster.3.H6.278	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Green Island	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	26.8
10793.Webster.2.C10.127.1181558	Webster.2.C10.127.1181558	1/14/12	Webster	Australia	1	Rhopaloeides disp 0.4% 2h	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Rhopaloeides odorabile	Rhopaloeides odorabile	Stressed	Webster.2.C10.127	476028.0	EMP_Thomas_sponges_16S_L008	-18.82257	Adult	147.63755	Webster.2.C10.127	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Davies Reef	sponge metagenome	Axinellida	1740	1163772	SpongeMicrobiome Project	23.5
10793.Webster.3.E2.238.1182026	Webster.3.E2.238.1182026	4/23/12	Webster	Australia	1.5	Carteriospongia foliascens	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Carteriospongia foliascens	Carteriospongia foliascens	Healthy	Webster.3.E2.238	593584.0	EMP_Thomas_sponges_16S_L008	-18.84478	Larvae	147.64401999999995	Webster.3.E2.238	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	R. odorabile Larvae Hydrocarbon Expt	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	28
10793.Webster.3.E8.244.1181761	Webster.3.E8.244.1181761	4/23/12	Webster	Australia	1.5	Carteriospongia foliascens	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Carteriospongia foliascens	Carteriospongia foliascens	Healthy	Webster.3.E8.244	593584.0	EMP_Thomas_sponges_16S_L008	-18.84478	Larvae	147.64401999999995	Webster.3.E8.244	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	R. odorabile Larvae Hydrocarbon Expt	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	28
10793.Webster.1.G11.83.1181070	Webster.1.G11.83.1181070	7/1/10	Webster	Australia	8	Cymbastella coralliophila	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Cymbastella coralliophilla	Cymbastela coralliophila	Healthy	Webster.1.G11.83	85786.0	EMP_Thomas_sponges_16S_L008	41.72	Adult	2.94	Webster.1.G11.83			Sponge Microbiome Project	Missing: Not provided	University of Barcelona, UNC Wilmington	False	Missing: Not provided	True	Free-living	Saline	Water (saline)	10793	Missing: Not provided	seawater	Spain	marine metagenome	Not applicable	1740	408172	SpongeMicrobiome Project	13.1
10793.Webster.4.G10.364.1181715	Webster.4.G10.364.1181715	11/4/12	Webster	Papua New Guinea	5	Cinachyra sp. Bubble Site	True	0		ocean biome	reef	organic material feature	host-associated	Papua New Guinea	Cinachyra sp.	Cinachyrella alloclada	Healthy	Webster.4.G10.364	666329.0	EMP_Thomas_sponges_16S_L008	-15.3363	Adult	123.5129	Webster.4.G10.364	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Kimberley, Western Australia	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	Missing: Not provided
10793.Webster.4.B5.299.1181517	Webster.4.B5.299.1181517	12/16/12	Webster	Australia	9	Blue Ircinia	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Blue Ircinia	Ircinia sp.	Healthy	Webster.4.B5.299	275431.0	EMP_Thomas_sponges_16S_L008	-18.68543	Adult	146.51218	Webster.4.B5.299	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Fantome Island, Juno Bay	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	28.4
10793.Webster.3.D8.232.1182268	Webster.3.D8.232.1182268	4/23/12	Webster	Australia	1.5	Carteriospongia foliascens	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Carteriospongia foliascens	Carteriospongia foliascens	Healthy	Webster.3.D8.232	593584.0	EMP_Thomas_sponges_16S_L008	-18.84478	Larvae	147.64401999999995	Webster.3.D8.232	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	R. odorabile Larvae Hydrocarbon Expt	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	28
10793.Webster.3.D3.227.1182233	Webster.3.D3.227.1182233	6/14/12	Webster	Australia	12	Carteriospongia foliascens	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Carteriospongia foliascens	Carteriospongia foliascens	Healthy	Webster.3.D3.227	593584.0	EMP_Thomas_sponges_16S_L008	-18.84478	Larvae	147.64401999999995	Webster.3.D3.227	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	R. odorabile Larvae Hydrocarbon Expt	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	28
10793.Webster.1.D4.40.1182169	Webster.1.D4.40.1182169	9/25/12	Webster	Australia	12	I. basta	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Ianthella basta	Ianthella basta	Healthy	Webster.1.D4.40	375146.0	EMP_Thomas_sponges_16S_L008	41.72	Adult	2.94	Webster.1.D4.40			Sponge Microbiome Project	Missing: Not provided	University of Barcelona, UNC Wilmington	False	Missing: Not provided	True	Free-living	Saline	Water (saline)	10793	Missing: Not provided	seawater	Spain	marine metagenome	Not applicable	1740	408172	SpongeMicrobiome Project	13.7
10793.Webster.4.A2.284.1181693	Webster.4.A2.284.1181693	10/23/98	Webster	Australia	0	Carteriospongia foliascens	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Carteriospongia foliascens	Carteriospongia foliascens	Healthy	Webster.4.A2.284	593584.0	EMP_Thomas_sponges_16S_L008	-16.75408	Adult	145.98733	Webster.4.A2.284	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Green Island	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	26.8
10793.Webster.4.H3.369.1182425	Webster.4.H3.369.1182425	11/4/12	Webster	Papua New Guinea	5	Coelocarteria singaporensis Control Site	True	0		ocean biome	reef	organic material feature	host-associated	Papua New Guinea	Coelocarteria singaporensis	Coelocarteria singaporensis	Healthy	Webster.4.H3.369	281036.0	EMP_Thomas_sponges_16S_L008	-9.75403	Adult	143.41833	Webster.4.H3.369	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Torres Strait	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	27.6
10793.Webster.2.D4.133.1181657	Webster.2.D4.133.1181657	1/14/12	Webster	Australia	1	Rhopaloeides disp 1.6% 2h	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Rhopaloeides odorabile	Rhopaloeides odorabile	Stressed	Webster.2.D4.133	476028.0	EMP_Thomas_sponges_16S_L008	-18.82257	Adult	147.63755	Webster.2.D4.133	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Davies Reef	sponge metagenome	Verongiida	1740	1163772	SpongeMicrobiome Project	23.5
10793.Webster.4.G3.357.1181732	Webster.4.G3.357.1181732	11/4/12	Webster	Papua New Guinea	5	Coelocarteria singaporensis Bubble Site	True	0		ocean biome	reef	organic material feature	host-associated	Papua New Guinea	Coelocarteria singaporensis	Coelocarteria singaporensis	Healthy	Webster.4.G3.357	281036.0	EMP_Thomas_sponges_16S_L008	-15.3363	Adult	123.5129	Webster.4.G3.357	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Kimberley, Western Australia	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	Missing: Not provided
10793.Webster.1.D3.39.1181078	Webster.1.D3.39.1181078	9/25/12	Webster	Australia	12	I. basta	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Ianthella basta	Ianthella basta	Healthy	Webster.1.D3.39	375146.0	EMP_Thomas_sponges_16S_L008	41.72	Adult	2.94	Webster.1.D3.39			Sponge Microbiome Project	Missing: Not provided	University of Barcelona, UNC Wilmington	False	Missing: Not provided	True	Free-living	Saline	Water (saline)	10793	Missing: Not provided	seawater	Spain	marine metagenome	Not applicable	1740	408172	SpongeMicrobiome Project	15.9
10793.Webster.4.H10.376.1181816	Webster.4.H10.376.1181816	11/4/12	Webster	Papua New Guinea	5	Cinachyra sp. Control Site	True	0		ocean biome	reef	organic material feature	host-associated	Papua New Guinea	Cinachyra sp.	Cinachyrella alloclada	Healthy	Webster.4.H10.376	666329.0	EMP_Thomas_sponges_16S_L008	-18.6397	Adult	147.04775	Webster.4.H10.376	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	John Brewer Reef, Australian Museum specimen	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	Missing: Not provided
10793.Webster.4.B1.295.1182041	Webster.4.B1.295.1182041	8/15/12	Webster	Australia	0	Carteriospongia foliascens	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Carteriospongia foliascens	Carteriospongia foliascens	Healthy	Webster.4.B1.295	593584.0	EMP_Thomas_sponges_16S_L008	-18.81707	Adult	147.63232	Webster.4.B1.295	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Davies Reef	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	23.3
10793.Webster.3.D1.225.1182174	Webster.3.D1.225.1182174	6/14/12	Webster	Australia	12	Carteriospongia foliascens	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Carteriospongia foliascens	Carteriospongia foliascens	Healthy	Webster.3.D1.225	593584.0	EMP_Thomas_sponges_16S_L008	-18.84478	Larvae	147.64401999999995	Webster.3.D1.225	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	R. odorabile Larvae Hydrocarbon Expt	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	28
10793.Webster.1.D7.43.1181043	Webster.1.D7.43.1181043	9/25/12	Webster	Australia	12	Stylissa sp	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Stylissa sp.	Stylissa sp.	Healthy	Webster.1.D7.43	237127.0	EMP_Thomas_sponges_16S_L008	41.72	Adult	2.94	Webster.1.D7.43			Sponge Microbiome Project	Missing: Not provided	University of Barcelona, UNC Wilmington	False	Missing: Not provided	True	Free-living	Saline	Water (saline)	10793	Missing: Not provided	seawater	Spain	marine metagenome	Not applicable	1740	408172	SpongeMicrobiome Project	12.9
10793.Webster.2.A4.98.1181187	Webster.2.A4.98.1181187	7/4/10	Webster	Australia	8	Paramyxilla	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Paramyxilla sp.	Lissodendoryx sp.	Healthy	Webster.2.A4.98	283422.0	EMP_Thomas_sponges_16S_L008	13.4513	Adult	144.65636999999995	Webster.2.A4.98	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Guam	sponge metagenome	Verongiida	1740	1163772	SpongeMicrobiome Project	28
10793.Webster.4.A7.289.1181635	Webster.4.A7.289.1181635	6/27/84	Webster	Australia	22	Carteriospongia foliascens	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Carteriospongia foliascens	Carteriospongia foliascens	Healthy	Webster.4.A7.289	593584.0	EMP_Thomas_sponges_16S_L008	-16.75408	Adult	145.98733	Webster.4.A7.289	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Green Island	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	26.8
10793.Webster.4.B8.302.1182275	Webster.4.B8.302.1182275	12/16/12	Webster	Australia	9	Luffariella variabilis	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Luffariella variabilis	Luffariella variabilis	Healthy	Webster.4.B8.302	1162756.0	EMP_Thomas_sponges_16S_L008	-18.81707	Adult	147.63232	Webster.4.B8.302	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Davies Reef	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	23.3
10793.Webster.5.B10.398.1182005	Webster.5.B10.398.1182005	8/21/08	Webster	Australia	12	Paratetilla sp (1)	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Paratetilla sp (1)	Paratetilla sp.	Healthy	Webster.5.B10.398	885877.0	EMP_Thomas_sponges_16S_L008	-18.68543	Larvae	146.51218	Webster.5.B10.398	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Orpheus Island	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	28
10793.Webster.4.C11.317.1181735	Webster.4.C11.317.1181735	12/16/12	Webster	Australia	Missing:not provided	Phyllospongia larvae	True	0		ocean biome	reef	organic material feature	host-associated	Australia	Phyllospongia sp.	Phyllospongia sp.	Healthy	Webster.4.C11.317	279624.0	EMP_Thomas_sponges_16S_L008	-18.68543	Adult	146.51218	Webster.4.C11.317	Samples came as dried down DNA samples in 96 well plates		Microbial Community Assemblages found within Marine Sponges	Missing: Not provided	Nicole Webster	False	Missing: Not provided	True	Host-associated	Animal	Animal corpus	10793	Missing: Not provided	sponge tissue	Fantome Island, Juno Bay	sponge metagenome	Dictyoceratida	1740	1163772	SpongeMicrobiome Project	28.4
